,Text,Start,End,Label
708,the Jedi,36264,36272,WORK_OF_ART
709,twelve,36300,36306,CARDINAL
710,five,36334,36338,CARDINAL
711,four,36367,36371,CARDINAL
712,three,36405,36410,CARDINAL
713,Sifo-Dyas,36433,36442,ORG
714,Council,36461,36468,ORG
715,Jor Aerith,36568,36578,PERSON
716,Tera Sinuba,36580,36591,PERSON
717,Yula Braylon,36597,36609,PERSON
718,The Phantom Menace,36693,36711,WORK_OF_ART
719,the Jedi Council,36714,36730,ORG
720,Yoda,36740,36744,PERSON
721,Mace Windu,36746,36756,PERSON
722,Eeth Koth,36758,36767,PERSON
723,Yarael Poof,36769,36780,PERSON
724,Jocasta Nu,36801,36811,PERSON
725,Master & Apprentice,36816,36835,ORG
726,seven years,36841,36852,DATE
727,Dark Temple,36903,36914,FAC
728,Yoda,36937,36941,PERSON
729,Mace Windu,36943,36953,PERSON
730,Depa Billaba,36955,36967,PERSON
731,Dapatian,36974,36982,PERSON
732,Eeth Koth,37020,37029,PERSON
733,Saesee Tiin,37035,37046,PERSON
734,the Jedi High Council before the Order,37101,37139,ORG
735,Council of First Knowledge,37157,37183,ORG
736,The Council of First Knowledge,37189,37219,ORG
737,Temple,37237,37243,ORG
738,Council,37337,37344,ORG
739,the Temple Archives,37368,37387,ORG
740,the Jedi Temple: Jedi Sentinels,37448,37479,FAC
741,Council of Reconciliation,37528,37553,ORG
742,The Council of Reconciliation,37559,37588,ORG
743,the Galactic Senate,37600,37619,ORG
744,the Republic Diplomatic Corps,37624,37653,ORG
745,first,37747,37752,ORDINAL
746,Council,37836,37843,ORG
747,The Council of Reassignment administered the Jedi Service Corps,37969,38032,ORG
748,Initiates,38092,38101,ORG
749,Knights,38136,38143,ORG
750,the Reassignment Council,38166,38190,ORG
751,Jedi Academy,38368,38380,ORG
752,Jedi Sentinels,38459,38473,PERSON
753,the Jedi Academy,38549,38565,ORG
754,the age of 5,38569,38581,DATE
755,arbitrary years,38612,38627,DATE
756,four,39007,39011,CARDINAL
757,first,39103,39108,ORDINAL
758,Jedi Masters,39153,39165,ORG
759,Force,39198,39203,ORG
760,Younglings,39269,39279,PERSON
761,first,39328,39333,ORDINAL
762,ten years,39361,39370,DATE
763,Yoda,39576,39580,PERSON
764,Anakin,39603,39609,PERSON
765,Luke Skywalker,39614,39628,PERSON
766,Jedi Master Yoda,39798,39814,WORK_OF_ART
767,Attack of the Clones,39829,39849,WORK_OF_ART
768,the Jedi Temple in Revenge of the Sith,39883,39921,FAC
769,The “Young Jedi,39923,39938,WORK_OF_ART
770,Path of the Jedi,39967,39983,WORK_OF_ART
771,Jedi,39999,40003,LAW
772,"""The Gathering",40021,40035,WORK_OF_ART
773,"the ""Crystal Caves""",40066,40085,EVENT
774,first,40149,40154,ORDINAL
775,Jedi,40204,40208,PRODUCT
776,Force,40231,40236,ORG
777,second,40508,40514,ORDINAL
778,a Jedi Knight,40607,40620,PERSON
779,Jedi Master,40624,40635,WORK_OF_ART
780,Apprentices,40660,40671,WORK_OF_ART
781,the Old Republic,40816,40832,GPE
782,Padawans,40834,40842,NORP
783,Jedi Knights,41062,41074,ORG
784,third,41246,41251,ORDINAL
785,Jedi,41411,41415,WORK_OF_ART
786,Jedi Knight,41419,41430,WORK_OF_ART
787,Master Jedi,41437,41448,WORK_OF_ART
788,Younglings,41499,41509,ORG
789,Padawans,41514,41522,ORG
790,Jedi Knights,41539,41551,ORG
791,five,41567,41571,CARDINAL
792,the Trial of Insight,41686,41706,ORG
793,Yoda,41753,41757,PERSON
794,Luke Skywalker,41780,41794,PERSON
795,Darth Vader,41821,41832,PERSON
796,second,41839,41845,ORDINAL
797,Knight,41885,41891,WORK_OF_ART
798,Obi-Wan Kenobi,42009,42023,ORG
799,the Sith Lord,42032,42045,WORK_OF_ART
800,Darth Maul,42047,42057,PERSON
801,Skywalker Saga,42078,42092,WORK_OF_ART
802,a thousand years,42186,42202,DATE
803,Knight,42221,42227,PERSON
804,a Jedi Knight,42494,42507,PERSON
805,Knight,42586,42592,WORK_OF_ART
806,Obi-Wan Kenobi,42614,42628,ORG
807,Anakin Skywalker,42680,42696,PERSON
808,a Jedi Knight,42762,42775,PERSON
809,Jedi,42971,42975,WORK_OF_ART
810,Jedi,43030,43034,PRODUCT
811,the Great Jedi Purge,43196,43216,ORG
812,three,43322,43327,CARDINAL
813,the Order of the Consular,43372,43397,WORK_OF_ART
814,Order of the Sentinel,43402,43423,PRODUCT
815,the High Council,43480,43496,ORG
816,Order,43534,43539,ORG
817,Jedi,43724,43728,PRODUCT
818,the Jedi High Council,43769,43790,ORG
819,Yoda,43919,43923,PERSON
820,Luke Skywalker,43928,43942,PERSON
821,Jedi Grandmasters,43948,43965,WORK_OF_ART
822,Master of the High Council,43973,43999,PERSON
823,'Master of the Order',44004,44025,WORK_OF_ART
824,Master of the High Council,44038,44064,PERSON
825,the Jedi High Council,44079,44100,ORG
826,High Council,44217,44229,ORG
827,Jedi,44272,44276,PRODUCT
828,day,44350,44353,DATE
829,the Jedi Order,44372,44386,ORG
830,the Galactic Senate,44429,44448,ORG
831,Mace Windu,44532,44542,PERSON
832,the Archives,44614,44626,ORG
833,the Jedi Archives,44644,44661,ORG
834,Holocron Vault,44663,44677,PERSON
835,Librarian's Assembly,44679,44699,ORG
836,the Educational Corps,44704,44725,ORG
837,Second,44727,44733,ORDINAL
838,the Council of First Knowledge,44829,44859,ORG
839,Jocasta Nu,44944,44954,PERSON
840,the Grand Army of the Republic,45019,45049,ORG
841,Jedi Padawans,45113,45126,ORG
842,Force,45494,45499,ORG
843,Force,45505,45510,ORG
844,Jedi Guardians,45864,45878,PRODUCT
845,Order,46002,46007,PRODUCT
846,Mace Windu,46071,46081,PERSON
847,Weapon Masters,46095,46109,WORK_OF_ART
848,Force,46225,46230,ORG
849,"the Council of Reconciliation,",46331,46361,ORG
850,Consulars,46462,46471,ORG
851,the Jedi Archives,46647,46664,ORG
852,Lore Keepers,46669,46681,WORK_OF_ART
853,the Librarian's Assembly,46695,46719,ORG
854,Consulars,46726,46735,ORG
855,Senate,46982,46988,ORG
856,Jedi Order,46993,47003,ORG
857,Consulars,47010,47019,ORG
858,the Circle of Jedi Healers,47027,47053,ORG
859,the Coruscant Temple's,47076,47098,FAC
860,Force,47176,47181,ORG
861,the Living Force,47196,47212,ORG
862,Force,47311,47316,ORG
863,Seers,47332,47337,WORK_OF_ART
864,Order,47369,47374,WORK_OF_ART
865,Jedi,47417,47421,WORK_OF_ART
866,Yoda,47431,47435,PERSON
867,Sentinels,47659,47668,ORG
868,decades,47710,47717,DATE
869,"Jedi Temple Guard"" Sentinels",47810,47838,WORK_OF_ART
870,the Jedi Temple,47866,47881,FAC
871,Sentinels,47888,47897,ORG
872,Force,47948,47953,ORG
873,Sentinels,48033,48042,ORG
874,the Acquisition Division of the Order,48068,48105,ORG
875,Force,48144,48149,ORG
876,the Jedi Order,48238,48252,WORK_OF_ART
877,Sentinels,48269,48278,ORG
878,Shadows,48287,48294,WORK_OF_ART
879,Watchmen,48300,48308,WORK_OF_ART
880,the First Knowledge Council,48370,48397,ORG
881,the Jedi Order,48766,48780,ORG
882,a Jedi,48888,48894,PERSON
883,Jedi and Sith,48919,48932,WORK_OF_ART
884,Jedi,49017,49021,WORK_OF_ART
885,Mace Windu,49136,49146,PERSON
886,Sith,49159,49163,PRODUCT
887,Darth Maul's,49466,49478,PERSON
888,Inqusitors,49509,49519,ORG
889,Kylo Ren's,49553,49563,PERSON
890,one,49582,49585,CARDINAL
891,Revenge of the Sith,49690,49709,WORK_OF_ART
892,Star Wars:,49761,49771,WORK_OF_ART
893,Clones,49873,49879,PRODUCT
894,Obi-Wan Kenobi,49881,49895,ORG
895,Jedi,49908,49912,PRODUCT
896,Kamino,49928,49934,PERSON
897,Padmé Amidala,49981,49994,PERSON
898,Jedi,50012,50016,PRODUCT
899,Geonosis,50032,50040,PRODUCT
900,Jango Fett,50087,50097,PERSON
901,Kenobi,50197,50203,PERSON
902,Anakin Skywalker,50208,50224,PERSON
903,Hayden Christensen,50226,50244,PERSON
904,Jedi,50258,50262,PRODUCT
905,Jedi Interceptors,50284,50301,PRODUCT
906,Revenge of the Sith,50330,50349,WORK_OF_ART
907,Plo Koon,50358,50366,PERSON
908,Matt Sloan,50368,50378,PERSON
909,Palpatine,50484,50493,PERSON
910,Ian McDiarmid,50497,50510,PERSON
911,Attack of the Clones,50564,50584,WORK_OF_ART
912,Imperial Star Destroyers,50609,50633,PRODUCT
913,Star Wars,50650,50659,WORK_OF_ART
914,Industrial Light & Magic,50669,50693,PRODUCT
915,Doug Chiang,50703,50714,PERSON
916,first,50761,50766,ORDINAL
917,Chiang,50846,50852,PERSON
918,the Star Destroyer's,50890,50910,ORG
919,Imperial,50926,50934,ORG
920,Empire,51020,51026,GPE
921,Revenge of the Sith,51068,51087,PERSON
922,Empire,51142,51148,GPE
923,TIE,51151,51154,ORG
924,Hasbro,51191,51197,ORG
925,a Jedi Interceptor Starfighter,51380,51410,PRODUCT
926,Jedi Archives,51419,51432,ORG
927,The Jedi Archives,51438,51455,ORG
928,The Great Library of Ossus,51466,51492,ORG
929,The Great Library of the Jedi,51496,51525,WORK_OF_ART
930,the Jedi Order,51677,51691,ORG
931,the Dark Side of the Force,51793,51819,WORK_OF_ART
932,The Jedi,51820,51828,WORK_OF_ART
933,the Jedi Temple,51841,51856,ORG
934,Star Wars:,51870,51880,WORK_OF_ART
935,Clones,51908,51914,PRODUCT
936,the Long Room of the Trinity College Library,51947,51991,ORG
937,Dublin,51995,52001,GPE
938,Lucasfilm,52131,52140,ORG
939,the Long Room,52153,52166,FAC
940,Trinity College Library,52223,52246,ORG
941,Jedi Academy,52292,52304,ORG
942,Force,52356,52361,ORG
943,Force,52427,52432,ORG
944,the Council of First Knowledge,52446,52476,ORG
945,Council,52519,52526,ORG
946,Coruscant,52559,52568,ORG
947,Jedi Masters,52736,52748,ORG
948,Initiates,52764,52773,ORG
949,Force,52806,52811,ORG
950,the Jedi Temple of Coruscant,52970,52998,FAC
951,the Galactic Rim,53081,53097,LOC
952,Force,53128,53133,ORG
953,Order,53175,53180,ORG
954,Order,53325,53330,ORG
955,the Exploration Corps,53332,53353,ORG
956,the Galactic Republic,53552,53573,GPE
957,19,53577,53579,CARDINAL
958,BBY,53580,53583,ORG
959,decades,53638,53645,DATE
960,the Council of First Knowledge,53652,53682,ORG
961,the Coruscant Temple,53719,53739,FAC
962,Force,53930,53935,ORG
963,the Galactic Empire's,53946,53967,ORG
964,Force,53981,53986,ORG
965,Order,54018,54023,ORG
966,the Galactic Civil War,54065,54087,EVENT
967,Luke Skywalker,54108,54122,PERSON
968,twelve,54160,54166,CARDINAL
969,Ben Solo,54197,54205,PERSON
970,Kylo Ren,54288,54296,PERSON
971,Jedi Temple,54305,54316,WORK_OF_ART
972,Jedi Temple,54358,54369,FAC
973,Republic,54388,54396,LOC
974,Coruscant,54417,54426,ORG
975,Temple,54474,54480,ORG
976,three,54501,54506,CARDINAL
977,Force,54612,54617,ORG
978,Padawans,54674,54682,ORG
979,the Jedi Knights,54719,54735,ORG
980,the Masters of the Jedi High Council,54762,54798,WORK_OF_ART
981,the Republic,54910,54922,GPE
982,Coruscant,54952,54961,ORG
983,Revenge of the Sith,55018,55037,PERSON
984,the 501st Legion,55088,55104,ORG
985,Darth Vader,55134,55145,PERSON
986,Temple,55189,55195,ORG
987,the Palace of the Emperor,55282,55307,FAC
988,Sidious,55370,55377,PERSON
989,over two decades,55393,55409,DATE
990,the Battle of Endor,55429,55448,EVENT
991,Temple,55454,55460,FAC
992,Coruscant,55495,55504,ORG
993,Luke Skywalker,55574,55588,PERSON
994,Force,55635,55640,ORG
995,the Jedi Temple,55694,55709,FAC
996,Star Wars,55784,55793,WORK_OF_ART
997,second,55810,55816,ORDINAL
998,Death Star,55817,55827,PERSON
999,Jabba the Hutt’s,55832,55848,GPE
1000,Tatooine,55859,55867,GPE
1001,Coruscant,55882,55891,ORG
1002,the Old Republic,55913,55929,GPE
1003,Mayan,56006,56011,GPE
1004,five,56274,56278,CARDINAL
1005,Tranquility Spire,56302,56319,FAC
1006,the Hagia Sophia,56380,56396,ORG
1007,Istanbul,56400,56408,GPE
1008,hundredth,56449,56458,CARDINAL
1009,Star Wars,56480,56489,WORK_OF_ART
1010,one hundredth,56497,56510,TIME
1011,2012,56574,56578,DATE
1012,Lucasfilm,56594,56603,ORG
1013,The Walt Disney Company,56607,56630,ORG
1014,1977,56712,56716,DATE
1015,Star Wars,56722,56731,WORK_OF_ART
1016,Star Wars Legends,56750,56767,WORK_OF_ART
1017,April 2014,56811,56821,DATE
1018,Je'daii,56829,56836,PERSON
1019,Jedi,56886,56890,PRODUCT
1020,Force,56946,56951,ORG
1021,Dawn of the Jedi,56982,56998,PERSON
1022,Je'daii,57015,57022,PERSON
1023,ten thousand years,57034,57052,DATE
1024,"approximately 36,453 years BBY",57082,57112,DATE
1025,Deep Core,57185,57194,WORK_OF_ART
1026,The New Jedi Order,57202,57220,WORK_OF_ART
1027,Luke Skywalker,57277,57291,PERSON
1028,Jedi High Council,57311,57328,ORG
1029,New Jedi Order,57344,57358,WORK_OF_ART
1030,only half,57446,57455,CARDINAL
1031,Jedi,57486,57490,PRODUCT
1032,half,57508,57512,CARDINAL
1033,Yuuzhan Vong,57566,57578,GPE
1034,one,57621,57624,CARDINAL
1035,Ossus,57659,57664,PERSON
1036,Luke,57672,57676,PERSON
1037,Jedi Council,57688,57700,ORG
1038,the New Jedi Order,57778,57796,ORG
1039,Jedi,57827,57831,PRODUCT
1040,the Great Jedi Purge,57861,57881,ORG
1041,the Galactic Empire,57905,57924,GPE
1042,The Jedi Knights,57926,57942,ORG
1043,Luke Skywalker,58049,58063,PERSON
1044,Skywalker,58065,58074,PERSON
1045,Jedi,58140,58144,PRODUCT
1046,the Jedi Temple,58333,58348,ORG
1047,Coruscant,58352,58361,ORG
1048,Jedi,58415,58419,PRODUCT
1049,Yuuzhan Vong,58467,58479,GPE
1050,Coruscant,58621,58630,ORG
1051,Revenge of the Sith,58688,58707,WORK_OF_ART
1052,the early 1980s,58806,58821,DATE
1053,William Stephens,59046,59062,PERSON
1054,Jedi,59119,59123,PRODUCT
1055,Yoda,59498,59502,PERSON
1056,Stoics,59540,59546,LAW
1057,Jedi,59663,59667,PRODUCT
1058,a Praetorian Guard,59684,59702,ORG
1059,"""The Saga Begins""",59815,59832,WORK_OF_ART
1060,American,59847,59855,NORP
1061,The Men Who Stare at Goats,59874,59900,WORK_OF_ART
1062,2009,59902,59906,DATE
1063,US,60017,60019,GPE
1064,Jediism,60269,60276,NORP
1065,Wallace,60423,60430,PERSON
1066,Daniel,60432,60438,PERSON
1067,2017,60440,60444,DATE
1068,2010].,60447,60453,CARDINAL
1069,The Jedi Path:,60454,60468,WORK_OF_ART
1070,San Francisco,60505,60518,GPE
1071,Chronicle Books,60524,60539,ORG
1072,Sword Fighting in the Star Wars Universe:,60605,60646,WORK_OF_ART
1073,Nick Jamilla,60691,60703,PERSON
1074,McFarland & Company,60705,60724,ORG
1075,2008,60726,60730,DATE
1076,Nancy Reagin & Janice Liedl,60757,60784,ORG
1077,John Wiley & Sons,60786,60803,ORG
1078,2012,60805,60809,DATE
1079,Canon,60839,60844,ORG
1080,Heather Urbanski,60897,60913,PERSON
1081,McFarland & Company,60915,60934,ORG
1082,2013,60936,60940,DATE
1083,Kevin J. Anderson & Daniel Wallace,60981,61015,ORG
1084,Ballantine Books,61017,61033,ORG
1085,2000,61035,61039,DATE
1086,two,61115,61118,CARDINAL
1087,Carl Silvio,61132,61143,PERSON
1088,Tony M. Vinci,61146,61159,PERSON
1089,McFarland & Company,61161,61180,ORG
1090,2007,61182,61186,DATE
1091,Paul F. McDonald,61214,61230,PERSON
1092,McFarland & Company,61232,61251,ORG
1093,2013,61253,61257,DATE
1094,"the StarWars.com Databank
Jedi",61341,61371,FAC
