,Text,Start,End,Label
728,Lucas,30946,30951,PERSON
729,the Society of Motion Picture and Television Engineers,30984,31038,ORG
730,August 2015,31042,31053,DATE
731,Lucas,31055,31060,PERSON
732,"December 6, 2015",31101,31117,DATE
733,the Kennedy Center Honors,31140,31165,FAC
734,Filmography,31172,31183,PERSON
735,1980,31209,31213,DATE
736,Alan Arnold,31215,31226,PERSON
737,"A Journal of the Making of ""The Empire Strikes Back",31228,31279,WORK_OF_ART
738,1983,31316,31320,DATE
739,Dale Pollock,31322,31334,PERSON
740,Sky Walking:,31336,31348,WORK_OF_ART
741,George Lucas,31371,31383,PERSON
742,1995,31420,31424,DATE
743,George Lucas,31426,31438,PERSON
744,Chris Claremont,31440,31455,PERSON
745,Shadow Moon,31457,31468,PERSON
746,1996,31498,31502,DATE
747,Chris Claremont,31504,31519,PERSON
748,Shadow Dawn,31521,31532,PERSON
749,1997,31562,31566,DATE
750,Laurent Bouzereau: Star Wars,31568,31596,PERSON
751,The Annotated Screenplays,31598,31623,WORK_OF_ART
752,Terry Brooks:,31665,31678,PERSON
753,Del Rey Books,31749,31762,ORG
754,2000,31787,31791,DATE
755,Chris Claremont,31793,31808,PERSON
756,Shadow Star,31810,31821,ORG
757,2003,31851,31855,DATE
758,R. A. Salvatore,31857,31872,PERSON
759,Del Rey,31948,31955,ORG
760,"ISBN 978-0345428820
",31957,31977,ORG
761,Matthew Stover,31983,31997,PERSON
762,Shatterpoint,31999,32011,ORG
763,Del Rey,32032,32039,PERSON
764,2005,32062,32066,DATE
765,James Luceno,32068,32080,PERSON
766,Labyrinth of Evil,32082,32099,ORG
767,Del Rey,32122,32129,PERSON
768,"ISBN 978-0345475732
",32131,32151,ORG
769,2005,32151,32155,DATE
770,Matthew Stover,32157,32171,PERSON
771,Star Wars:,32173,32183,WORK_OF_ART
772,Del Rey,32220,32227,ORG
773,ISBN 978-0345428844,32229,32248,ORG
774,contributor &,32265,32278,ORG
775,2007,32292,32296,DATE
776,J. W. Rinzler,32298,32311,PERSON
777,"The Making of ""Star Wars",32313,32337,WORK_OF_ART
778,The Definitive Story Behind the Original Film,32340,32385,WORK_OF_ART
779,2012,32421,32425,DATE
780,James Luceno,32427,32439,PERSON
781,Darth Plagueis,32452,32466,PERSON
782,Del Rey,32489,32496,ORG
783,2020,32519,32523,DATE
784,Paul Duncan,32525,32536,PERSON
785,The Star Wars Archives,32538,32560,ORG
786,Taschen,32587,32594,ORG
787,ISBN 978-3836563444,32596,32615,ORG
788,Jones,32674,32679,PERSON
789,Brian Jay,32681,32690,PERSON
790,2016,32692,32696,DATE
791,George Lucas,32699,32711,PERSON
792,New York City:,32721,32735,GPE
793,"Little, Brown and Company",32736,32761,ORG
794,Kaminski,32784,32792,PERSON
795,Michael,32794,32801,PERSON
796,2008,32803,32807,DATE
797,The Secret History of Star Wars,32810,32841,WORK_OF_ART
798,Legacy Books Press,32843,32861,ORG
799,Rinzler,32884,32891,PERSON
800,J.W.,32893,32897,PERSON
801,2007,32899,32903,DATE
802,The Making of Star Wars:,32906,32930,WORK_OF_ART
803,LucasBooks,32978,32988,ORG
804,Kline,33035,33040,PERSON
805,Sally,33042,33047,PERSON
806,1999,33054,33058,DATE
807,George Lucas,33061,33073,PERSON
808,University Press of Mississippi,33087,33118,ORG
809,Hearn,33141,33146,PERSON
810,Marcus,33148,33154,PERSON
811,2005,33156,33160,DATE
812,George Lucas,33177,33189,PERSON
813,Harry N. Abrams,33191,33206,PERSON
814,Rubin,33229,33234,PERSON
815,Michael,33236,33243,PERSON
816,2005,33245,33249,DATE
817,Droidmaker,33252,33262,PERSON
818,George Lucas,33264,33276,PERSON
819,the Digital Revolution,33281,33303,EVENT
820,Triad Publishing Company,33305,33329,ORG
821,George Lucas,33375,33387,PERSON
822,George Lucas,33420,33432,PERSON
823,Science Fiction and Fantasy Hall of Fame,33445,33485,WORK_OF_ART
824,George Lucas,33487,33499,PERSON
825,George Lucas,33509,33521,PERSON
826,"AllMovie 
",33525,33535,PRODUCT
827,George Lucas,33535,33547,PERSON
828,the TCM Movie Database,33551,33573,ORG
829,George Lucas,33575,33587,PERSON
830,George Lucas,33633,33645,PERSON
831,Lucasfilm.com,33659,33672,ORG
832,George Lucas,33687,33699,PERSON
833,The Interviews:,33703,33718,WORK_OF_ART
834,George Lucas,33749,33761,PERSON
835,World of Business,33765,33782,ORG
